sp_norm	ogt_tempura	tmin_measured	ogt_madin	ogt_toki	ogt_ogtfinder	ogt_ogtfinder_sources	ogt_n_sources	ogt_measured	ogt_spread
mycobacterium chitae			36.0				1	36.0	0.0
mycobacterium chlorophenolicum			30.0				1	30.0	0.0
mycobacterium colombiense				28.5			1	28.5	0.0
mycobacterium conceptionense			32.0				1	32.0	0.0
mycobacterium conspicuum			36.0				1	36.0	0.0
mycobacterium cookii			29.0				1	29.0	0.0
mycobacterium cosmeticum			33.0				1	33.0	0.0
mycobacterium crocinum			32.0				1	32.0	0.0
mycobacterium diernhoferi			36.0				1	36.0	0.0
mycobacterium fallax			31.0				1	31.0	0.0
mycobacterium farcinogenes			36.0	36.4705882352941			2	36.23529411764705	0.47058823529410176
mycobacterium flavescens			36.0				1	36.0	0.0
mycobacterium florentinum			35.0	31.0			2	33.0	4.0
mycobacterium fluoranthenivorans			35.0				1	35.0	0.0
mycobacterium fortuitum			36.0	37.0666666666667			2	36.533333333333346	1.0666666666666984
mycobacterium franklinii			34.0				1	34.0	0.0
mycobacterium frederiksbergense				34.0			1	34.0	0.0
mycobacterium gadium			36.0				1	36.0	0.0
mycobacterium genavense	42.0	25.0		42.0	42.0	ThermoBase	3	42.0	0.0
mycobacterium gilvum			35.0	34.2222222222222			2	34.6111111111111	0.7777777777777999
mycobacterium goodii			34.0				1	34.0	0.0
mycobacterium gordonae	35.0	28.0		35.0			2	35.0	0.0
mycobacterium haemophilum	31.0	25.0	31.0	31.0	31.0	Lyubetsky et al., 2020	4	31.0	0.0
mycobacterium heckeshornense	42.0	37.0	42.0	42.16666666666665	42.0	ThermoBase	4	42.041666666666664	0.1666666666666501
mycobacterium heidelbergense	34.0	30.0		34.0			2	34.0	0.0
mycobacterium hodleri			27.0				1	27.0	0.0
mycobacterium holsaticum			34.0				1	34.0	0.0
mycobacterium immunogenum			35.0				1	35.0	0.0
mycobacterium intracellulare	34.0	22.0		34.375	34.0	Lyubetsky et al., 2020	3	34.125	0.375
mycobacterium kansasii				36.3076923076923	37.0	Lyubetsky et al., 2020	2	36.653846153846146	0.6923076923077005
mycobacterium komossense			34.0				1	34.0	0.0
mycobacterium kubicae	35.0	28.0		35.0			2	35.0	0.0
mycobacterium kyorinense				35.0			1	35.0	0.0
mycobacterium leprae					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycobacterium lutetiense			29.0				1	29.0	0.0
mycobacterium madagascariense			32.0	34.0			2	33.0	2.0
mycobacterium manitobense			35.0				1	35.0	0.0
mycobacterium mantenii				36.0			1	36.0	0.0
mycobacterium marinum			31.0	29.5714285714286	30.0	Lyubetsky et al., 2020	3	30.1904761904762	1.4285714285713986
mycobacterium marseillense			29.0				1	29.0	0.0
mycobacterium mucogenicum			34.0				1	34.0	0.0
mycobacterium murale			32.0				1	32.0	0.0
mycobacterium nebraskense	32.5	25.0	34.0	32.5			3	33.0	1.5
mycobacterium neglectum			21.0				1	21.0	0.0
mycobacterium noviomagense			35.0				1	35.0	0.0
mycobacterium obuense			34.0				1	34.0	0.0
mycobacterium pallens			29.0				1	29.0	0.0
mycobacterium palustre	36.0	30.0		36.0			2	36.0	0.0
mycobacterium paraffinicum			35.0				1	35.0	0.0
mycobacterium parmense				31.0			1	31.0	0.0
mycobacterium peregrinum			36.0				1	36.0	0.0
mycobacterium phlei			36.0	36.4166666666667			2	36.20833333333335	0.4166666666666998
mycobacterium phocaicum			35.0				1	35.0	0.0
mycobacterium poriferae			35.0				1	35.0	0.0
mycobacterium pseudoshottsii			26.0				1	26.0	0.0
mycobacterium psychrotolerans			35.0				1	35.0	0.0
mycobacterium pyrenivorans			29.0				1	29.0	0.0
mycobacterium rhodesiae			36.0				1	36.0	0.0
mycobacterium riyadhense				36.0			1	36.0	0.0
mycobacterium rufum			29.0				1	29.0	0.0
mycobacterium saskatchewanense				31.0			1	31.0	0.0
mycobacterium scrofulaceum	35.0	22.0		35.0			2	35.0	0.0
mycobacterium septicum			36.0				1	36.0	0.0
mycobacterium sherrisii	33.5	24.0		33.5			2	33.5	0.0
mycobacterium shimoidei	41.0	28.0		41.0	41.0	ThermoBase	3	41.0	0.0
mycobacterium shottsii			24.0				1	24.0	0.0
mycobacterium smegmatis			36.0	36.6666666666667			2	36.33333333333335	0.6666666666666998
mycobacterium sp.			35.0				1	35.0	0.0
mycobacterium sphagni			34.0				1	34.0	0.0
mycobacterium stomatepiae			29.0				1	29.0	0.0
mycobacterium thermoresistibile			39.0	41.0			2	40.0	2.0
mycobacterium tuberculosis			38.0	36.905	37.0	Lyubetsky et al., 2020	3	37.30166666666667	1.0949999999999989
mycobacterium tusciae			33.0				1	33.0	0.0
mycobacterium ulcerans			32.0				1	32.0	0.0
mycobacterium vaccae			36.0				1	36.0	0.0
mycobacterium wolinskyi			32.0				1	32.0	0.0
mycobacterium xenopi			38.0	43.5			2	40.75	5.5
mycobacteroides abscessus					32.5	Lyubetsky et al., 2020	1	32.5	0.0
mycobacteroides immunogenum					30.0	Lyubetsky et al., 2020	1	30.0	0.0
mycolicibacter algericus	38.5	25.0					1	38.5	0.0
mycolicibacterium arabiense	32.5	5.0					1	32.5	0.0
mycolicibacterium aurum					31.0	Lyubetsky et al., 2020	1	31.0	0.0
mycolicibacterium chubuense					31.0	Lyubetsky et al., 2020	1	31.0	0.0
mycolicibacterium confluentis	34.0	22.0					1	34.0	0.0
mycolicibacterium fortuitum					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycolicibacterium gilvum					31.0	Lyubetsky et al., 2020	1	31.0	0.0
mycolicibacterium goodii					37.5	Lyubetsky et al., 2020	1	37.5	0.0
mycolicibacterium komossense	31.0	22.0					1	31.0	0.0
mycolicibacterium madagascariense	31.0	22.0					1	31.0	0.0
mycolicibacterium mageritense	33.5	22.0					1	33.5	0.0
mycolicibacterium neoaurum					31.0	Lyubetsky et al., 2020	1	31.0	0.0
mycolicibacterium smegmatis					35.0	Lyubetsky et al., 2020	1	35.0	0.0
mycolicibacterium sphagni	31.0	22.0					1	31.0	0.0
mycolicibacterium vanbaalenii					30.5	Lyubetsky et al., 2020	1	30.5	0.0
mycoplana dimorpha				29.0			1	29.0	0.0
mycoplana ramosa			29.0				1	29.0	0.0
mycoplasma aquilae			35.0				1	35.0	0.0
mycoplasma capricolum					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasma columbinum			35.0				1	35.0	0.0
mycoplasma columborale			35.0				1	35.0	0.0
mycoplasma crocodyli					30.0	Lyubetsky et al., 2020	1	30.0	0.0
mycoplasma enhydrae	36.0	31.0					1	36.0	0.0
mycoplasma leachii					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasma mobile			26.0				1	26.0	0.0
mycoplasma mucosicanis			35.0				1	35.0	0.0
mycoplasma mycoides				37.5	37.0	Lyubetsky et al., 2020	2	37.25	0.5
mycoplasma preputii			35.0				1	35.0	0.0
mycoplasma putrefaciens					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasma sp.			36.0				1	36.0	0.0
mycoplasma yeatsii					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasma_j mobile				20.0			1	20.0	0.0
mycoplasmoides gallisepticum					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmoides genitalium					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmoides pneumoniae					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis agalactiae					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis arginini					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis bovis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis californica					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis canis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis cynos					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis fermentans					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis pullorum					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis pulmonis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis synoviae					37.0	Lyubetsky et al., 2020	1	37.0	0.0
mycoplasmopsis_a sturni				35.5			1	35.5	0.0
mycothermus thermophilus					40.0	ThermoBase	1	40.0	0.0
myroides marinus			27.0		30.0	BacDive	2	28.5	3.0
myroides odoratimimus			29.0				1	29.0	0.0
myroides odoratus			31.0				1	31.0	0.0
myroides phaeus					28.0	BacDive	1	28.0	0.0
myroides profundi	32.5	8.0	15.0				2	23.75	17.5
myxococcus fulvus				28.0188679245283	29.0	Lyubetsky et al., 2020	2	28.50943396226415	0.9811320754716988
myxococcus macrosporus			26.0	30.333			2	28.1665	4.332999999999998
myxococcus sp.			26.0				1	26.0	0.0
myxococcus stipitatus				28.0833333333333			1	28.0833333333333	0.0
myxococcus virescens				28.0225988700565			1	28.0225988700565	0.0
myxococcus xanthus	29.0	25.0		26.800855072463765			2	27.90042753623188	2.199144927536235
myxosarcina sp.			24.0				1	24.0	0.0
naegleria fowleri					42.0	ThermoBase	1	42.0	0.0
nafulsella turpanensis	33.5	10.0		33.5			2	33.5	0.0
nakamurella endophytica	29.0	20.0		29.0			2	29.0	0.0
nakamurella intestinalis	29.0	4.0					1	29.0	0.0
nakamurella multipartita			27.0		25.0	Lyubetsky et al., 2020	2	26.0	2.0
nannocystis exedens				28.045871559633			1	28.045871559633	0.0
nanoarchaeum equitans			90.0		87.5	ThermoBase	2	88.75	2.5
nanopusillus acidilobi					82.0	ThermoBase	1	82.0	0.0
natranaerobaculum magadiense	47.5	20.0	45.0		47.5	ThermoBase	3	46.666666666666664	2.5
natranaerobius thermophilus	53.0	35.0	51.5	52.0	53.0	ThermoBase	4	52.375	1.5
natranaerobius trueperi	52.0	26.0	51.0		52.0	ThermoBase	3	51.666666666666664	1.0
natranaerobius_a trueperi				52.0			1	52.0	0.0
natrarchaeobaculum aegyptiacum					52.0	ThermoBase	1	52.0	0.0
natrarchaeobius chitinivorans	43.0	20.0		43.0	43.0	ThermoBase	3	43.0	0.0
natrarchaeobius halalkaliphilus	45.0	25.0		45.0	45.0	ThermoBase	3	45.0	0.0
natrialba aegyptia				39.5			1	39.5	0.0
natrialba asiatica			45.0	35.0			2	40.0	10.0
natrialba chahannaoensis	45.0	20.0		46.25	45.0	ThermoBase	3	45.416666666666664	1.25
natrialba hulunbeirensis	50.0	20.0		50.0	50.0	ThermoBase	3	50.0	0.0
natrialba magadii	38.5	20.0		38.5	38.5	Lyubetsky et al., 2020	3	38.5	0.0
natrialba swarupiae	40.0	35.0					1	40.0	0.0
natribacillus halophilus					30.0	BacDive	1	30.0	0.0
natribaculum luteum					45.0	ThermoBase	1	45.0	0.0
natrinema gari	38.5	20.0		38.5			2	38.5	0.0
natrinema hispanicum					50.0	ThermoBase	1	50.0	0.0
natrinema limicola					47.5	ThermoBase	1	47.5	0.0
natrinema longum					43.0	ThermoBase	1	43.0	0.0
natrinema mahii				45.0	50.0	ThermoBase	2	47.5	5.0
natrinema pallidum				38.5			1	38.5	0.0
natrinema pellirubrum			51.0	32.5	38.5	Lyubetsky et al., 2020	3	40.666666666666664	18.5
natrinema saccharevitans				43.5	43.5	ThermoBase	2	43.5	0.0
natrinema salaciae	45.0	20.0	45.0		45.0	ThermoBase	3	45.0	0.0
natrinema salifodinae					41.0	ThermoBase	1	41.0	0.0
natrinema soli	40.0	25.0			40.0	ThermoBase	2	40.0	0.0
natrinema sp.			48.0		50.0	ThermoBase	2	49.0	2.0
natrinema thermotolerans					45.5	ThermoBase	1	45.5	0.0
natrinema versiforme	41.5	20.0			41.5	ThermoBase	2	41.5	0.0
natronincola ferrireducens			35.0	35.0			2	35.0	0.0
natronincola peptidivorans	36.0	15.0	35.0				2	35.5	1.0
natronoarchaeum persicum	38.5	20.0					1	38.5	0.0
natronoarchaeum philippinense	41.0	20.0		40.0	41.0	ThermoBase	3	40.666666666666664	1.0
natronobacterium gregoryi			47.0		37.0	Lyubetsky et al., 2020	2	42.0	10.0
natronobiforma cellulositropha	43.0	18.0			43.0	ThermoBase	2	43.0	0.0
natronococcus amylolyticus	42.5	22.0		42.5	42.5	ThermoBase	3	42.5	0.0
natronococcus jeotgali	41.0	21.0		41.0	41.0	ThermoBase	3	41.0	0.0
natronococcus occultus	37.5	25.0	45.0	37.3	37.5	Lyubetsky et al., 2020	4	39.325	7.700000000000003
natronococcus roseus	41.0	30.0			41.0	ThermoBase	2	41.0	0.0
natronolimnobius aegyptiacus	52.0	30.0					1	52.0	0.0
natronolimnobius baerhuensis				41.0	41.0	ThermoBase	2	41.0	0.0
natronolimnobius innermongolicus	43.0	19.0					1	43.0	0.0
natronolimnohabitans innermongolicus					43.0	ThermoBase	1	43.0	0.0
natronomonas gomsonensis	40.0	20.0			40.0	ThermoBase	2	40.0	0.0
natronomonas moolapensis	38.5	25.0		38.5			2	38.5	0.0
natronomonas pharaonis	45.0	25.0	41.5	45.0	45.0	Lyubetsky et al., 2020;ThermoBase	4	44.125	3.5
natronorubrum aibiense	45.0	25.0		45.0	45.0	ThermoBase	3	45.0	0.0
natronorubrum bangense	45.0	25.0			45.0	ThermoBase	2	45.0	0.0
natronorubrum sulfidifaciens	45.5	20.0		45.5	45.5	ThermoBase	3	45.5	0.0
natronorubrum tibetense	45.0	25.0		45.0	45.0	ThermoBase	3	45.0	0.0
natronovirga wadinatrunensis	51.0	26.0	50.5		51.0	ThermoBase	3	50.833333333333336	0.5
nautella italica			20.0				1	20.0	0.0
nautilia abyssi	60.0	33.0	60.0		60.0	ThermoBase	3	60.0	0.0
nautilia lithotrophica	53.0	37.0	54.0		53.0	ThermoBase	3	53.333333333333336	1.0
nautilia nitratireducens	55.0	25.0	54.8		55.0	ThermoBase	3	54.93333333333334	0.20000000000000284
nautilia profundicola	40.0	30.0	41.45	40.833333333333336	40.0	ThermoBase	4	40.57083333333333	1.4500000000000028
neiella marina	26.5	10.0		26.5			2	26.5	0.0
neisseria animaloris			35.0				1	35.0	0.0
neisseria cinerea			34.0				1	34.0	0.0
neisseria elongata	35.0	20.0	33.0	34.5	35.0	Lyubetsky et al., 2020	4	34.375	2.0
neisseria gonorrhoeae				36.45833333333335	35.5	Lyubetsky et al., 2020	2	35.97916666666667	0.9583333333333499
neisseria lactamica			35.0	35.5	35.5	Lyubetsky et al., 2020	3	35.333333333333336	0.5
neisseria macacae	36.0	30.0	35.0	36.0			3	35.666666666666664	1.0
neisseria meningitidis					36.5	Lyubetsky et al., 2020	1	36.5	0.0
neisseria mucosa			34.5	21.227			2	27.863500000000002	13.273
neisseria mucosa_a				36.0			1	36.0	0.0
neisseria oralis			21.0				1	21.0	0.0
neisseria perflava			36.0				1	36.0	0.0
neisseria polysaccharea			35.0	36.0			2	35.5	1.0
neisseria sicca			34.0				1	34.0	0.0
neisseria sicca_d				36.0			1	36.0	0.0
neisseria sp.			36.0				1	36.0	0.0
neisseria subflava			33.0				1	33.0	0.0
neisseria subflava_b				36.0			1	36.0	0.0
neisseria weaveri			33.0		30.0	Lyubetsky et al., 2020	2	31.5	3.0
neisseria zoodegmatis			36.0				1	36.0	0.0
nemorincola caseinilytica	29.0	20.0					1	29.0	0.0
neobacillus bataviensis					30.0	BacDive	1	30.0	0.0
neobacillus drentensis					30.0	BacDive	1	30.0	0.0
neobacillus fumarioli					50.0	BacDive;ThermoBase	1	50.0	0.0
neobacillus soli					30.0	BacDive	1	30.0	0.0
neobacillus thermocopriae					50.0	ThermoBase	1	50.0	0.0
neobacillus vireti					30.0	BacDive	1	30.0	0.0
neomegalonema perideroedes	27.5	15.0	23.0	27.5			3	26.0	4.5
neorhizobium galegae			27.0				1	27.0	0.0
neorhizobium huautlense			26.0				1	26.0	0.0
neoroseomonas alkaliterrae					45.0	ThermoBase	1	45.0	0.0
neoroseomonas lacus					30.0	BacDive	1	30.0	0.0
neptunicella marina	31.0	10.0		31.0			2	31.0	0.0
neptunicoccus sediminis	35.0	5.0					1	35.0	0.0
neptuniibacter halophilus	27.5	20.0					1	27.5	0.0
neptunomonas acidivorans	29.0	10.0					1	29.0	0.0
neptunomonas antarctica	15.0	4.0	20.0	16.666666666666668			3	17.222222222222225	5.0
neptunomonas japonica	20.0	5.0	20.0				2	20.0	0.0
neptunomonas naphthovorans			23.0				1	23.0	0.0
neptunomonas qingdaonensis	20.0	4.0		20.0			2	20.0	0.0
nereida ignava				20.5			1	20.5	0.0
nesiotobacter exalbescens			29.0				1	29.0	0.0
nesterenkonia aethiopica	32.5	25.0					1	32.5	0.0
nesterenkonia alba	42.0	20.0		42.0	42.0	BacDive;ThermoBase	3	42.0	0.0
nesterenkonia alkaliphila	40.0	4.0			40.0	ThermoBase	2	40.0	0.0
nesterenkonia endophytica	22.5	5.0					1	22.5	0.0
nesterenkonia flava					37.0	BacDive	1	37.0	0.0
nesterenkonia halobia			29.0		28.0	BacDive	2	28.5	1.0
nesterenkonia halophila					28.0	BacDive	1	28.0	0.0
nesterenkonia halotolerans					28.0	BacDive	1	28.0	0.0
nesterenkonia jeotgali			29.0				1	29.0	0.0
nesterenkonia lacusekhoensis			23.0	20.0	22.0	BacDive	3	21.666666666666668	3.0
nesterenkonia lutea			29.0				1	29.0	0.0
nesterenkonia pannonica	26.5	10.0					1	26.5	0.0
nesterenkonia sandarakina			29.0				1	29.0	0.0
nesterenkonia suensis					36.0	BacDive	1	36.0	0.0
nesterenkonia xinjiangensis					28.0	BacDive	1	28.0	0.0
nevskia ramosa			27.0				1	27.0	0.0
nevskia soli	26.5	15.0					1	26.5	0.0
nevskia terrae	29.0	15.0					1	29.0	0.0
niabella aurantiaca	27.5	10.0	27.0	27.5			3	27.333333333333332	0.5
niabella ginsengisoli	29.0	5.0					1	29.0	0.0
niabella ginsenosidivorans	27.5	18.0		27.5			2	27.5	0.0
niabella soli				32.333			1	32.333	0.0
niabella tibetensis	27.5	15.0					1	27.5	0.0
niastella gongjuensis	29.0	15.0					1	29.0	0.0
niastella koreensis				33.5			1	33.5	0.0
niastella yeongjuensis				31.5			1	31.5	0.0
nibribacter flagellatus	29.0	10.0					1	29.0	0.0
nibricoccus aquaticus	27.5	15.0		27.5			2	27.5	0.0
nioella aestuarii	27.5	4.0					1	27.5	0.0
nioella sediminis	27.5	10.0		27.5			2	27.5	0.0
nitratidesulfovibrio vulgaris					33.0	Lyubetsky et al., 2020	1	33.0	0.0
nitratifractor salsuginis			47.9	37.2			2	42.55	10.699999999999996
nitratireductor aquibiodomus			29.0	34.75			2	31.875	5.75
nitratireductor aquimarinus	32.5	20.0		32.5			2	32.5	0.0
nitratireductor indicus	27.5	10.0		27.5			2	27.5	0.0
nitratireductor pacificus	27.5	10.0		27.5			2	27.5	0.0
nitratireductor soli	27.5	15.0		27.5			2	27.5	0.0
nitratiruptor sp.					55.0	ThermoBase	1	55.0	0.0
nitratiruptor tergarcus	55.0	40.0	61.55		55.0	ThermoBase	3	57.18333333333334	6.549999999999997
nitriliruptor alkaliphilus				32.0			1	32.0	0.0
nitrincola alkalilacustris	24.0	10.0		24.0			2	24.0	0.0
nitrincola schmidtii	17.5	10.0		17.5			2	17.5	0.0
nitrobacter hamburgensis	29.0	5.0		29.0	29.0	Lyubetsky et al., 2020	3	29.0	0.0
nitrobacter sp.			26.0				1	26.0	0.0
nitrobacter vulgaris	29.0	5.0		29.0			2	29.0	0.0
nitrobacter winogradskyi			27.0		29.0	Lyubetsky et al., 2020	2	28.0	2.0
nitrococcus mobilis			26.0	27.5			2	26.75	1.5
nitrosocaldus cavascurensis					68.0	ThermoBase	1	68.0	0.0
nitrosocaldus islandicus					65.0	ThermoBase	1	65.0	0.0
nitrosocaldus yellowstonensis					69.0	ThermoBase	1	69.0	0.0
nitrosococcus oceani			26.0				1	26.0	0.0
nitrosomonas cryotolerans			26.0				1	26.0	0.0
nitrosopumilus adriaticus	31.0	15.0		31.5			2	31.25	0.5
nitrosopumilus maritimus	32.0	15.0		32.0			2	32.0	0.0
nitrosopumilus piranensis	32.0	15.0		32.0			2	32.0	0.0
nitrosopumilus ureiphilus	26.0	10.0		26.0			2	26.0	0.0
nitrososphaera gargensis				48.0			1	48.0	0.0
nitrososphaera viennensis	42.0	28.0	42.0	42.0	42.0	ThermoBase	4	42.0	0.0
nitrososphaerota archaeon					77.0	aciDB	1	77.0	0.0
nitrosospira lacus			26.0				1	26.0	0.0
nitrosospira multiformis			27.0				1	27.0	0.0
nitrosotalea devanaterra					25.0	aciDB	1	25.0	0.0
nitrosotalea okcheonensis					25.0	aciDB	1	25.0	0.0
nitrospira moscoviensis	39.0	33.0			39.0	Lyubetsky et al., 2020	2	39.0	0.0
niveispirillum fermenti	35.0	20.0					1	35.0	0.0
niveispirillum irakense			29.0				1	29.0	0.0
nocardia abscessus			31.0				1	31.0	0.0
nocardia acidivorans				27.5			1	27.5	0.0
nocardia alba			29.0				1	29.0	0.0
nocardia altamirensis			29.0				1	29.0	0.0
nocardia anaemiae				27.0			1	27.0	0.0
nocardia aobensis			29.0				1	29.0	0.0
nocardia araoensis			29.0				1	29.0	0.0
nocardia artemisiae	24.0	10.0					1	24.0	0.0
nocardia arthritidis			29.0				1	29.0	0.0
nocardia asteroides			28.5	30.32236842105265			2	29.411184210526326	1.8223684210526514
nocardia beijingensis			31.0				1	31.0	0.0
nocardia blacklockiae			33.0				1	33.0	0.0
nocardia brasiliensis			33.0	32.5	36.0	Lyubetsky et al., 2020	3	33.833333333333336	3.5
nocardia brevicatena			36.0				1	36.0	0.0
nocardia caishijiensis			29.0				1	29.0	0.0
nocardia canicruria			26.0				1	26.0	0.0
nocardia carnea			29.0	29.0			2	29.0	0.0
nocardia cerradoensis			29.0				1	29.0	0.0
nocardia coeliaca			26.0				1	26.0	0.0
nocardia concava			29.0				1	29.0	0.0
nocardia coubleae			31.0				1	31.0	0.0
nocardia crassostreae			26.0				1	26.0	0.0
nocardia cummidelens			29.0				1	29.0	0.0
nocardia cyriacigeorgica				29.5			1	29.5	0.0
nocardia elegans			29.0	32.0			2	30.5	3.0
nocardia farcinica			32.0	31.7333333333333	35.0	Lyubetsky et al., 2020	3	32.9111111111111	3.2666666666667012
nocardia flavorosea			29.0				1	29.0	0.0
nocardia fluminea			29.0				1	29.0	0.0
nocardia globerula			27.0				1	27.0	0.0
nocardia grenadensis				27.5			1	27.5	0.0
nocardia halotolerans	29.0	15.0					1	29.0	0.0
nocardia higoensis			29.0				1	29.0	0.0
nocardia ignorata			29.0				1	29.0	0.0
nocardia inohanensis			32.0	32.5			2	32.25	0.5
nocardia jejuensis			29.0	33.5			2	31.25	4.5
nocardia jiangxiensis			29.0	27.0			2	28.0	2.0
nocardia jinanensis				26.0			1	26.0	0.0
nocardia kruczakiae			29.0				1	29.0	0.0
nocardia mexicana			33.0				1	33.0	0.0
nocardia mikamii				35.0			1	35.0	0.0
nocardia miyunensis				27.0			1	27.0	0.0
nocardia neocaledoniensis			29.0	27.75			2	28.375	1.25
nocardia niigatensis			29.0				1	29.0	0.0
nocardia niwae			35.0	35.0			2	35.0	0.0
nocardia nova				29.0	35.0	Lyubetsky et al., 2020	2	32.0	6.0
nocardia otitidiscaviarum			28.0	28.4			2	28.2	0.3999999999999986
nocardia paucivorans			31.0	31.0			2	31.0	0.0
nocardia pneumoniae			29.0				1	29.0	0.0
nocardia polyresistens			29.0				1	29.0	0.0
nocardia pseudobrasiliensis			33.0				1	33.0	0.0
nocardia rayongensis	26.5	20.0					1	26.5	0.0
nocardia salmonicida			26.0				1	26.0	0.0
nocardia salmonicolor			27.0				1	27.0	0.0
nocardia seriolae			29.0		22.5	Lyubetsky et al., 2020	2	25.75	6.5
nocardia shimofusensis			29.0				1	29.0	0.0
nocardia sienata			29.0				1	29.0	0.0
nocardia tartaricans			26.0				1	26.0	0.0
nocardia tenerifensis			27.0				1	27.0	0.0
nocardia terpenica			29.0				1	29.0	0.0
nocardia testacea			27.0				1	27.0	0.0
nocardia thailandica			29.0				1	29.0	0.0
nocardia transvalensis			34.0	34.0			2	34.0	0.0
nocardia vermiculata			29.0				1	29.0	0.0
nocardia vinacea			29.0				1	29.0	0.0
nocardia wallacei	35.0	25.0	31.0	35.0			3	33.666666666666664	4.0
nocardia yamanashiensis			29.0	32.5			2	30.75	3.5
nocardioides albus			27.0				1	27.0	0.0
nocardioides alkalitolerans				27.5			1	27.5	0.0
nocardioides alpinus			20.0				1	20.0	0.0
nocardioides antarcticus	20.0	4.0	20.0				2	20.0	0.0
nocardioides aquaticus	21.0	3.0	22.0	20.5			3	21.166666666666668	1.5
nocardioides aquiterrae			29.0				1	29.0	0.0
nocardioides aromaticivorans			29.0				1	29.0	0.0
nocardioides daecheongensis	29.0	10.0					1	29.0	0.0
nocardioides deserti	29.0	10.0		29.0			2	29.0	0.0
nocardioides dokdonensis					25.0	Lyubetsky et al., 2020	1	25.0	0.0
nocardioides flava	24.0	10.0					1	24.0	0.0
nocardioides furvisabuli			29.0				1	29.0	0.0
nocardioides ganghwensis			29.0				1	29.0	0.0
nocardioides gilvus	31.5	4.0		31.5			2	31.5	0.0
nocardioides ginsengisegetis	27.5	4.0		27.5			2	27.5	0.0
nocardioides glacieisoli	20.0	0.0		20.0			2	20.0	0.0
nocardioides humi	33.5	25.0					1	33.5	0.0
nocardioides hungaricus	24.0	20.0					1	24.0	0.0
nocardioides insulae			29.0				1	29.0	0.0
nocardioides intraradicalis	29.0	15.0					1	29.0	0.0
nocardioides kongjuensis			29.0				1	29.0	0.0
nocardioides kribbensis			29.0				1	29.0	0.0
nocardioides luteus			27.0				1	27.0	0.0
nocardioides maradonensis	33.5	20.0					1	33.5	0.0
nocardioides marinus	27.5	10.0		27.5			2	27.5	0.0
nocardioides oleivorans			29.0				1	29.0	0.0
nocardioides panacihumi			29.0				1	29.0	0.0
nocardioides panacisoli	27.5	10.0					1	27.5	0.0
nocardioides panaciterrulae	27.5	4.0		27.5			2	27.5	0.0
nocardioides panzhihuensis	26.5	10.0		26.5			2	26.5	0.0
nocardioides pelophilus	31.5	10.0		31.5			2	31.5	0.0
nocardioides perillae	32.0	20.0		32.0			2	32.0	0.0
nocardioides plantarum			27.0				1	27.0	0.0
nocardioides psychrotolerans			20.0	20.0			2	20.0	0.0
nocardioides pyridinolyticus	35.0	20.0					1	35.0	0.0
nocardioides rotundus	32.5	15.0					1	32.5	0.0
nocardioides salarius	27.5	10.0		27.5			2	27.5	0.0
nocardioides salsibiostraticola	20.0	5.0					1	20.0	0.0
nocardioides simplex				29.0			1	29.0	0.0
nocardioides soli	32.5	20.0		32.5			2	32.5	0.0
nocardioides szechwanensis			20.0	18.75			2	19.375	1.25
nocardioides terrae	29.0	16.0		29.0			2	29.0	0.0
nocardioides thalensis	33.5	20.0		33.5			2	33.5	0.0
nocardioides ultimimeridianus	33.5	10.0					1	33.5	0.0
nocardioides zeicaulis	29.0	10.0	29.0				2	29.0	0.0
nocardiopsis alba					28.0	Lyubetsky et al., 2020	1	28.0	0.0
nocardiopsis alkaliphila	29.0	10.0					1	29.0	0.0
nocardiopsis baichengensis	38.5	20.0					1	38.5	0.0
nocardiopsis chromatogenes	38.5	20.0					1	38.5	0.0
nocardiopsis dassonvillei			29.0	28.6	32.5	Lyubetsky et al., 2020	3	30.03333333333333	3.8999999999999986
nocardiopsis flavescens	35.0	23.0	35.0				2	35.0	0.0
nocardiopsis ganjiahuensis				29.333			1	29.333	0.0
nocardiopsis gilva					29.0	Lyubetsky et al., 2020	1	29.0	0.0
nocardiopsis listeri			27.0				1	27.0	0.0
nocardiopsis lucentensis			33.0				1	33.0	0.0
nocardiopsis mangrovei	33.5	15.0					1	33.5	0.0
nocardiopsis metallicus			29.0				1	29.0	0.0
