sp_norm	ogt_tempura	tmin_measured	ogt_madin	ogt_toki	ogt_ogtfinder	ogt_ogtfinder_sources	ogt_n_sources	ogt_measured	ogt_spread
desulfomicrobium macestii			35.0	35.0			2	35.0	0.0
desulfomicrobium salsuginis	35.0	10.0	35.0				2	35.0	0.0
desulfomicrobium sp.			32.0				1	32.0	0.0
desulfomicrobium thermophilum	55.0	37.0	55.1				2	55.05	0.10000000000000142
desulfomonile tiedjei				33.0	37.0	Lyubetsky et al., 2020	2	35.0	4.0
desulfonatronovibrio hydrogenovorans			34.0	33.5	37.0	BacDive	3	34.833333333333336	3.5
desulfonatronum buryatense	34.0	20.0	35.0				2	34.5	1.0
desulfonatronum cooperativum	36.5	15.0	35.0				2	35.75	1.5
desulfonatronum lacustre			32.0				1	32.0	0.0
desulfonatronum parangueonense	35.0	15.0					1	35.0	0.0
desulfonatronum thiodismutans			36.0	35.0	37.0	BacDive	3	36.0	2.0
desulfonatronum zhilinae	36.0	10.0	35.0				2	35.5	1.0
desulfonauticus autotrophicus	58.0	40.0	55.0		58.0	ThermoBase	3	57.0	3.0
desulfonauticus submarinus	45.0	30.0	45.0	45.0	45.0	ThermoBase	4	45.0	0.0
desulfonema magnum	32.0	15.0					1	32.0	0.0
desulfopila aestuarii	35.0	10.0		35.0	35.0	BacDive	3	35.0	0.0
desulfopila inferna					28.0	BacDive	1	28.0	0.0
desulfoplanes formicivorans	43.5	13.0		43.5	43.5	ThermoBase	3	43.5	0.0
desulforadius tongensis					50.0	ThermoBase	1	50.0	0.0
desulforamulus aquiferis					42.0	ThermoBase	1	42.0	0.0
desulforamulus ferrireducens					50.0	ThermoBase	1	50.0	0.0
desulforamulus hydrothermalis					55.0	ThermoBase	1	55.0	0.0
desulforamulus profundi					45.0	ThermoBase	1	45.0	0.0
desulforamulus reducens					37.0	Lyubetsky et al., 2020	1	37.0	0.0
desulforamulus ruminis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
desulforhopalus singaporensis	31.0	17.0		31.0			2	31.0	0.0
desulforhopalus vacuolatus			15.0	15.0			2	15.0	0.0
desulforudis audaxviator				60.0			1	60.0	0.0
desulfosalsimonas propionicica	40.0	15.0	35.0	37.5	40.0	BacDive;ThermoBase	4	38.125	5.0
desulfosarcina alkanivorans	32.0	18.0		32.0			2	32.0	0.0
desulfoscipio gibsoniae					36.0	Lyubetsky et al., 2020	1	36.0	0.0
desulfosoma caldarium	57.0	50.0	55.0	56.0	57.0	ThermoBase	4	56.25	2.0
desulfosoma profundi	55.0	40.0	55.0		55.0	ThermoBase	3	55.0	0.0
desulfospira joergensenii				27.5			1	27.5	0.0
desulfosporosinus auripigmenti			27.0				1	27.0	0.0
desulfosporosinus fructosivorans	20.0	10.0					1	20.0	0.0
desulfosporosinus infrequens					14.0	aciDB	1	14.0	0.0
desulfosporosinus meridiei			27.0	27.0	28.0	Lyubetsky et al., 2020	3	27.333333333333332	1.0
desulfosporosinus nitroreducens	27.5	4.0					1	27.5	0.0
desulfosporosinus orientis					37.0	Lyubetsky et al., 2020	1	37.0	0.0
desulfosporosinus sp.					21.72	aciDB	1	21.72	0.0
desulfosporosinus youngiae			35.0	34.625			2	34.8125	0.375
desulfotalea arctica	18.0	-2.0	13.1		18.0	BacDive	3	16.366666666666667	4.9
desulfotalea psychrophila	10.0	-2.0	9.9	8.666666666666666	10.0	BacDive;Lyubetsky et al., 2020	4	9.641666666666666	1.333333333333334
desulfothermobacter acidiphilus	55.0	42.0			55.0	ThermoBase	2	55.0	0.0
desulfothermus naphthae	62.5	50.0	55.0		62.5	ThermoBase	3	60.0	7.5
desulfothermus okinawensis	50.0	35.0	50.0		50.0	BacDive;ThermoBase	3	50.0	0.0
desulfotignum balticum	29.0	10.0		29.0			2	29.0	0.0
desulfotignum toluenicum	34.0	16.0			34.0	BacDive	2	34.0	0.0
desulfotomaculum acetoxidans	36.0	20.0					1	36.0	0.0
desulfotomaculum alcoholivorax	45.0	33.0	45.0				2	45.0	0.0
desulfotomaculum alkaliphilum	52.5	30.0	50.0				2	51.25	2.5
desulfotomaculum aquiferis	42.0	30.0	42.0				2	42.0	0.0
desulfotomaculum arcticum	44.0	26.0					1	44.0	0.0
desulfotomaculum australicum	68.0	40.0	65.0				2	66.5	3.0
desulfotomaculum defluvii			35.0				1	35.0	0.0
desulfotomaculum ferrireducens	50.0	30.0		50.0			2	50.0	0.0
desulfotomaculum geothermicum			51.95				1	51.95	0.0
desulfotomaculum gibsoniae	36.0	20.0	35.0				2	35.5	1.0
desulfotomaculum halophilum	35.0	30.0					1	35.0	0.0
desulfotomaculum hydrothermale	55.0	40.0	46.0	55.0			3	52.0	9.0
desulfotomaculum intricatum	43.5	28.0	45.0				2	44.25	1.5
desulfotomaculum kuznetsovii	62.5	50.0	60.0				2	61.25	2.5
desulfotomaculum luciae			58.0				1	58.0	0.0
desulfotomaculum nigrificans	55.0	30.0	52.0	50.3939393939394	55.0	Lyubetsky et al., 2020;ThermoBase	4	53.09848484848485	4.606060606060602
desulfotomaculum peckii	57.5	50.0	60.0				2	58.75	2.5
desulfotomaculum profundi	45.0	30.0	45.0				2	45.0	0.0
desulfotomaculum putei			59.15				1	59.15	0.0
desulfotomaculum salinum	62.5	45.0					1	62.5	0.0
desulfotomaculum sapomandens	38.0	20.0	35.0				2	36.5	3.0
desulfotomaculum solfataricum	60.0	48.0	60.0				2	60.0	0.0
desulfotomaculum sp.			58.0				1	58.0	0.0
desulfotomaculum thermoacetoxidans	57.5	45.0	55.0				2	56.25	2.5
desulfotomaculum thermobenzoicum	55.0	45.0	58.0				2	56.5	3.0
desulfotomaculum thermocisternum	62.0	41.0	60.0				2	61.0	2.0
desulfotomaculum thermosapovorans	50.0	35.0	50.0				2	50.0	0.0
desulfotomaculum thermosubterraneum	63.5	50.0	60.0				2	61.75	3.5
desulfotomaculum tongense	50.0	37.0	50.0				2	50.0	0.0
desulfotomaculum varum	50.0	37.0			50.0	ThermoBase	2	50.0	0.0
desulfotruncus alcoholivorax					45.0	ThermoBase	1	45.0	0.0
desulfotruncus arcticus					44.0	ThermoBase	1	44.0	0.0
desulfovectis peckii					57.5	ThermoBase	1	57.5	0.0
desulfovibrio aerotolerans	29.0	3.0					1	29.0	0.0
desulfovibrio africanus			31.0				1	31.0	0.0
desulfovibrio alaskensis			32.0				1	32.0	0.0
desulfovibrio alcoholivorans			36.0				1	36.0	0.0
desulfovibrio alkalitolerans	43.0	16.0	40.0				2	41.5	3.0
desulfovibrio aminophilus	35.0	25.0					1	35.0	0.0
desulfovibrio arcticus	24.0	-2.0	24.0				2	24.0	0.0
desulfovibrio bastinii	38.5	20.0					1	38.5	0.0
desulfovibrio biadhensis			35.0				1	35.0	0.0
desulfovibrio bizertensis	40.0	15.0	40.0				2	40.0	0.0
desulfovibrio burkinensis			36.0				1	36.0	0.0
desulfovibrio butyratiphilus	35.0	25.0					1	35.0	0.0
desulfovibrio capillatus	40.0	20.0	39.2				2	39.6	0.7999999999999972
desulfovibrio cuneatus			27.9				1	27.9	0.0
desulfovibrio desulfuricans			31.0	31.9	33.0	Lyubetsky et al., 2020	3	31.96666666666667	2.0
desulfovibrio ferrireducens	23.0	-2.0	20.0				2	21.5	3.0
desulfovibrio frigidus	21.5	-2.0	20.0				2	20.75	1.5
desulfovibrio giganteus			34.0				1	34.0	0.0
desulfovibrio gigas			34.0				1	34.0	0.0
desulfovibrio halophilus			33.0				1	33.0	0.0
desulfovibrio hontreensis	35.5	20.0					1	35.5	0.0
desulfovibrio hydrothermalis	35.0	20.0	33.0				2	34.0	2.0
desulfovibrio lacusfryxellense			20.0				1	20.0	0.0
desulfovibrio legallii	35.0	22.0	35.0	35.0			3	35.0	0.0
desulfovibrio litoralis			27.9				1	27.9	0.0
desulfovibrio longus	35.0	10.0	35.0				2	35.0	0.0
desulfovibrio piger					37.0	Lyubetsky et al., 2020	1	37.0	0.0
desulfovibrio psychrotolerans	29.0	10.0					1	29.0	0.0
desulfovibrio salexigens			32.0				1	32.0	0.0
desulfovibrio salinus	40.0	15.0					1	40.0	0.0
desulfovibrio senegalensis	40.0	15.0					1	40.0	0.0
desulfovibrio sp.			33.0				1	33.0	0.0
desulfovibrio sulfodismutans			36.0				1	36.0	0.0
desulfovibrio termitidis			33.0				1	33.0	0.0
desulfovibrio tunisiensis			35.0				1	35.0	0.0
desulfovibrio vulgaris			33.0				1	33.0	0.0
desulfovirgula thermocuniculi	70.5	61.0	70.0	70.33333333333333	70.5	ThermoBase	4	70.33333333333333	0.5
desulfurella acetivorans	54.5	42.0	55.0	55.27766666666667	54.0	Lyubetsky et al., 2020;ThermoBase	4	54.69441666666667	1.2776666666666685
desulfurella amilsii	50.0	20.0	50.0		50.0	ThermoBase	3	50.0	0.0
desulfurella kamchatkensis	54.0	40.0	50.0		54.0	ThermoBase	3	52.666666666666664	4.0
desulfurella multipotens	59.0	42.0	55.0		59.0	ThermoBase	3	57.666666666666664	4.0
desulfurella propionica	55.0	33.0	52.5		55.0	ThermoBase	3	54.166666666666664	2.5
desulfuribacillus stibiiarsenatis	34.0	10.0					1	34.0	0.0
desulfurispirillum indicum					28.0	BacDive	1	28.0	0.0
desulfurispora thermophila	60.0	40.0	50.0		60.0	ThermoBase	3	56.666666666666664	10.0
desulfurivibrio alkaliphilus				35.0			1	35.0	0.0
desulfurobacterium atlanticum	72.5	50.0	70.0		72.5	ThermoBase	3	71.66666666666667	2.5
desulfurobacterium crinifex			60.1		62.5	ThermoBase	2	61.3	2.3999999999999986
desulfurobacterium indicum	65.0	40.0			65.0	ThermoBase	2	65.0	0.0
desulfurobacterium pacificum	75.0	55.0	75.0		75.0	ThermoBase	3	75.0	0.0
desulfurobacterium thermolithotrophum	70.0	40.0	69.75	70.0	70.0	Lyubetsky et al., 2020;ThermoBase	4	69.9375	0.25
desulfurococcus amylolyticus	91.0	68.0	81.0	87.2855	85.0	BacDive;Lyubetsky et al., 2020;ThermoBase	4	86.071375	10.0
desulfurococcus mucosus			87.0	85.75	85.0	BacDive;Lyubetsky et al., 2020;ThermoBase	3	85.91666666666667	2.0
desulfurococcus saccharovorans					85.0	ThermoBase	1	85.0	0.0
desulfuromonas acetexigens			29.0				1	29.0	0.0
desulfuromonas carbonis	31.0	10.0	26.0				2	28.5	5.0
desulfuromonas palmitatis			34.0				1	34.0	0.0
desulfuromonas svalbardensis	14.0	-2.0	15.0		14.0	BacDive	3	14.333333333333334	1.0
desulfuromusa bakii	27.5	8.0					1	27.5	0.0
desulfuromusa ferrireducens	15.5	-2.0	15.0				2	15.25	0.5
desulfuromusa kysingii	32.0	4.0		32.0			2	32.0	0.0
desulfuromusa succinoxidans	32.0	4.0					1	32.0	0.0
dethiosulfatarculus sandiegensis	33.5	15.0		33.5			2	33.5	0.0
dethiosulfatibacter aminovorans				29.0			1	29.0	0.0
dethiosulfovibrio peptidovorans	42.0	20.0	42.05	42.0	42.0	ThermoBase	4	42.0125	0.04999999999999716
dethiosulfovibrio russensis			29.0				1	29.0	0.0
devosia elaeis	32.5	10.0					1	32.5	0.0
devosia epidermidihirudinis	27.5	4.0	27.0				2	27.25	0.5
devosia geojensis	32.5	15.0		32.5	32.5	BacDive	3	32.5	0.0
devosia glacialis			20.0				1	20.0	0.0
devosia insulae					25.0	BacDive	1	25.0	0.0
devosia limi			29.0		28.0	BacDive	2	28.5	1.0
devosia nitrariae	38.5	4.0					1	38.5	0.0
devosia pacifica	27.5	15.0		27.5			2	27.5	0.0
devosia psychrophila			12.0	10.0			2	11.0	2.0
devosia riboflavina			29.0				1	29.0	0.0
devosia subaequoris					31.0	BacDive	1	31.0	0.0
devosia submarina	29.0	5.0					1	29.0	0.0
devriesea agamarum				27.5			1	27.5	0.0
dialister invisus			36.0	35.0			2	35.5	1.0
dialister pneumosintes					33.5	Lyubetsky et al., 2020	1	33.5	0.0
diaphorobacter oryzae					30.0	BacDive	1	30.0	0.0
dichotomicrobium thermohalophilum	63.0	13.0	45.0	54.4	63.0	ThermoBase	4	56.35	18.0
dickeya chrysanthemi			27.0				1	27.0	0.0
dickeya dadantii			29.0		37.5	BacDive	2	33.25	8.5
dickeya dianthicola				36.0	36.0	BacDive	2	36.0	0.0
dickeya paradisiaca			29.0				1	29.0	0.0
dickeya sp.			26.0				1	26.0	0.0
dickeya zeae				31.167	37.5	BacDive	2	34.3335	6.332999999999998
dictyobacter aurantiacus	27.5	20.0					1	27.5	0.0
dictyoglomus sp.			67.8				1	67.8	0.0
dictyoglomus thermophilum	78.0	50.0	74.15	75.33333333333333	75.5	Lyubetsky et al., 2020;ThermoBase	4	75.74583333333334	3.8499999999999943
dictyoglomus turgidum			75.0	75.0	72.0	BacDive;Lyubetsky et al., 2020;ThermoBase	3	74.0	3.0
dietzia alimentaria				29.0			1	29.0	0.0
dietzia cercidiphylli					28.0	BacDive	1	28.0	0.0
dietzia cinnamea					28.0	BacDive	1	28.0	0.0
dietzia cinnamea_a				35.167			1	35.167	0.0
dietzia kunjamensis					28.0	BacDive	1	28.0	0.0
dietzia papillomatosis					28.0	BacDive	1	28.0	0.0
dietzia psychralcaliphila			29.0				1	29.0	0.0
dinghuibacter silviterrae	29.0	16.0		29.0			2	29.0	0.0
dinoroseobacter shibae			33.0	33.0			2	33.0	0.0
dissulfuribacter thermophilus	61.0	28.0	60.0	61.0	61.0	ThermoBase	4	60.75	1.0
dissulfurimicrobium hydrothermale	51.0	30.0			51.0	ThermoBase	2	51.0	0.0
dissulfurirhabdus thermomarina	50.0	25.0	50.0	50.0	50.0	ThermoBase	4	50.0	0.0
dokdonia donghaensis					30.0	BacDive;Lyubetsky et al., 2020	1	30.0	0.0
dokdonia eikasta			22.0				1	22.0	0.0
dokdonia lutea	27.5	15.0					1	27.5	0.0
dokdonia sp000212355				20.0			1	20.0	0.0
dolichospermum affine			22.0				1	22.0	0.0
dolichospermum akankoense			20.0				1	20.0	0.0
dolichospermum circinale			20.0				1	20.0	0.0
dolichospermum compactum			20.0				1	20.0	0.0
dolichospermum crassum			20.0				1	20.0	0.0
dolichospermum flos-aquae			20.0				1	20.0	0.0
dolichospermum heterosporum			20.0				1	20.0	0.0
dolichospermum lemmermannii			20.0				1	20.0	0.0
dolichospermum minisporum			20.0				1	20.0	0.0
dolichospermum mucosum			20.0				1	20.0	0.0
dolichospermum planctonicum			20.0				1	20.0	0.0
dolichospermum pseudocompactum			21.0				1	21.0	0.0
dolichospermum smithii			20.0				1	20.0	0.0
dolichospermum spiroides			22.0				1	22.0	0.0
dolichospermum ucrainicum			23.5				1	23.5	0.0
dolichospermum viguieri			20.0				1	20.0	0.0
domibacillus enclensis	29.0	25.0		29.0			2	29.0	0.0
domibacillus epiphyticus	37.5	20.0		37.5			2	37.5	0.0
domibacillus indicus	29.0	10.0					1	29.0	0.0
domibacillus iocasae	35.0	10.0		35.0			2	35.0	0.0
donghicola eburneus			32.0	26.0			2	29.0	6.0
dongia mobilis	32.5	20.0		32.5			2	32.5	0.0
dongia rigui	27.5	15.0					1	27.5	0.0
draconibacterium sediminis	32.5	15.0		32.5			2	32.5	0.0
dtu018 sp001513155				55.0			1	55.0	0.0
dtu052 sp001512495				55.0			1	55.0	0.0
dtu053 sp001512765				55.0			1	55.0	0.0
duganella phyllosphaerae	29.0	15.0		29.0			2	29.0	0.0
duganella zoogloeoides			29.0				1	29.0	0.0
dyadobacter alkalitolerans	21.5	4.0			21.5	BacDive	2	21.5	0.0
dyadobacter arcticus	18.0	4.0	20.0	18.0			3	18.666666666666668	2.0
dyadobacter beijingensis			29.0				1	29.0	0.0
dyadobacter crusticola			27.0		25.0	BacDive	2	26.0	2.0
dyadobacter fermentans					28.0	Lyubetsky et al., 2020	1	28.0	0.0
dyadobacter ginsengisoli					30.0	BacDive	1	30.0	0.0
dyadobacter hamtensis	22.0	10.0					1	22.0	0.0
dyadobacter koreensis					25.0	BacDive	1	25.0	0.0
dyadobacter psychrophilus	12.5	1.0					1	12.5	0.0
dyadobacter terricola	26.0	15.0					1	26.0	0.0
dyella caseinilytica	26.5	10.0					1	26.5	0.0
dyella humi	26.5	10.0					1	26.5	0.0
dyella japonica	27.5	10.0					1	27.5	0.0
dyella japonica_c				27.5			1	27.5	0.0
dyella marensis	33.5	20.0		33.5			2	33.5	0.0
dyella mobilis	26.5	10.0					1	26.5	0.0
dyella soli	29.0	10.0					1	29.0	0.0
dyella terrae	29.0	10.0		29.0			2	29.0	0.0
dyella_a ginsengisoli				28.5			1	28.5	0.0
dysgonomonas alginatilytica	35.0	20.0		35.0			2	35.0	0.0
dysgonomonas macrotermitis	36.0	20.0		36.0			2	36.0	0.0
dysgonomonas mossii				32.5			1	32.5	0.0
echinicola jeungdonensis	20.0	15.0					1	20.0	0.0
echinicola pacifica	26.5	6.0					1	26.5	0.0
echinicola shivajiensis	33.5	5.0		33.5			2	33.5	0.0
echinicola vietnamensis	31.0	6.0	29.0	31.5	31.0	Lyubetsky et al., 2020	4	30.625	2.5
ectothiorhodospira haloalkaliphila				45.0			1	45.0	0.0
ectothiorhodospira magna	32.5	20.0		32.5			2	32.5	0.0
ectothiorhodospira mobilis			31.0	27.625			2	29.3125	3.375
ectothiorhodospira shaposhnikovii			26.0	27.0			2	26.5	1.0
ectothiorhodospira variabilis	32.5	20.0			32.5	BacDive	2	32.5	0.0
edaphobacter aggregans			23.0	20.0	30.0	BacDive	3	24.333333333333332	10.0
edaphobacter dinghuensis	30.5	10.0		30.5			2	30.5	0.0
edaphobacter modestus			23.0		30.0	BacDive	2	26.5	7.0
edaphocola aurantiacus	27.5	10.0					1	27.5	0.0
edwardsiella anguillarum	29.0	18.0		29.0			2	29.0	0.0
edwardsiella hoshinae			29.0		37.0	Lyubetsky et al., 2020	2	33.0	8.0
edwardsiella ictaluri			27.0		27.5	Lyubetsky et al., 2020	2	27.25	0.5
edwardsiella piscicida	29.0	25.0					1	29.0	0.0
edwardsiella tarda			36.0	32.5	37.0	Lyubetsky et al., 2020	3	35.166666666666664	4.5
effusibacillus lacus	51.0	28.0	45.0		51.0	ThermoBase	3	49.0	6.0
effusibacillus pohliae	55.0	42.0	55.0		55.0	BacDive;ThermoBase	3	55.0	0.0
eggerthella lenta					37.5	Lyubetsky et al., 2020	1	37.5	0.0
egibacter rhizosphaerae	32.5	25.0		32.5			2	32.5	0.0
eikenella corrodens				36.0			1	36.0	0.0
eionea nigra			29.0				1	29.0	0.0
eisenbergiella tayi	38.0	15.0					1	38.0	0.0
ekhidna lutea			29.0		30.0	BacDive	2	29.5	1.0
elioraea tepidiphila			50.0	48.75			2	49.375	1.25
elizabethkingia anophelis			29.0				1	29.0	0.0
elizabethkingia endophytica			29.0				1	29.0	0.0
elizabethkingia meningoseptica			34.0	32.5	29.5	Lyubetsky et al., 2020	3	32.0	4.5
elizabethkingia miricola			31.0	33.5	29.5	Lyubetsky et al., 2020	3	31.333333333333332	4.0
elstera litoralis	22.5	10.0					1	22.5	0.0
elusimicrobium minutum			26.0				1	26.0	0.0
empedobacter brevis			31.0				1	31.0	0.0
emticicia oligotrophica					37.0	BacDive	1	37.0	0.0
endozoicomonas ascidiicola	24.0	5.0		24.0			2	24.0	0.0
endozoicomonas elysicola				25.5			1	25.5	0.0
endozoicomonas euniceicola	26.0	15.0					1	26.0	0.0
endozoicomonas gorgoniicola	26.0	15.0					1	26.0	0.0
enhydrobacter aerosaccus	38.0	20.0					1	38.0	0.0
enhygromyxa salina	29.0	5.0					1	29.0	0.0
ensifer adhaerens					27.0	Lyubetsky et al., 2020	1	27.0	0.0
enteractinococcus coprophilus					28.0	BacDive	1	28.0	0.0
enteractinococcus fodinae					30.0	BacDive	1	30.0	0.0
enterobacter asburiae			32.0		30.0	Lyubetsky et al., 2020	2	31.0	2.0
enterobacter cancerogenus			32.0				1	32.0	0.0
enterobacter cloacae			34.0	30.1111111111111	30.0	Lyubetsky et al., 2020	3	31.370370370370367	4.0
enterobacter hormaechei			32.0				1	32.0	0.0
enterobacter kobei			35.0		30.0	Lyubetsky et al., 2020	2	32.5	5.0
enterobacter ludwigii			33.0				1	33.0	0.0
enterobacter mori					65.0	BacDive	1	65.0	0.0
enterobacter oligotrophica	20.0	10.0					1	20.0	0.0
enterobacter tabaci	31.0	4.0					1	31.0	0.0
enterobacter xiangfangensis			34.0				1	34.0	0.0
enterobacteriaceae bacterium			26.0				1	26.0	0.0
enterocloster lavalensis					36.0	BacDive	1	36.0	0.0
enterococcus aquimarinus					33.5	BacDive	1	33.5	0.0
enterococcus asini	40.0	10.0			40.0	ThermoBase	2	40.0	0.0
enterococcus avium			34.5				1	34.5	0.0
enterococcus caccae				45.0	45.0	BacDive	2	45.0	0.0
enterococcus canintestini			35.0		37.0	BacDive	2	36.0	2.0
enterococcus casseliflavus			36.0		36.0	Lyubetsky et al., 2020	2	36.0	0.0
enterococcus cecorum			35.0				1	35.0	0.0
enterococcus crotali	35.0	10.0		35.0			2	35.0	0.0
enterococcus devriesei					24.0	BacDive	1	24.0	0.0
enterococcus dispar			35.0				1	35.0	0.0
enterococcus durans			36.0		36.0	Lyubetsky et al., 2020	2	36.0	0.0
enterococcus faecalis			36.0	36.4115	36.0	Lyubetsky et al., 2020	3	36.137166666666666	0.41149999999999665
enterococcus faecium					36.0	Lyubetsky et al., 2020	1	36.0	0.0
enterococcus gallinarum					36.0	Lyubetsky et al., 2020	1	36.0	0.0
enterococcus hermanniensis					13.5	BacDive	1	13.5	0.0
enterococcus hirae			36.0		36.0	Lyubetsky et al., 2020	2	36.0	0.0
enterococcus italicus					37.0	BacDive	1	37.0	0.0
enterococcus mundtii					36.0	Lyubetsky et al., 2020	1	36.0	0.0
enterococcus rotai				26.0			1	26.0	0.0
enterococcus sp.			35.0				1	35.0	0.0
enterococcus termitis				37.5			1	37.5	0.0
enterococcus ureilyticus				26.0			1	26.0	0.0
enterococcus xinjiangensis	28.5	10.0					1	28.5	0.0
enterococcus_a avium				35.286			1	35.286	0.0
enterococcus_a devriesei				24.0			1	24.0	0.0
enterococcus_a hermanniensis				13.5			1	13.5	0.0
enterococcus_a pallens				45.0			1	45.0	0.0
enterococcus_b faecium				36.316			1	36.316	0.0
enterococcus_g italicus				39.5			1	39.5	0.0
enterovibrio norvegicus			29.0				1	29.0	0.0
entomoplasma luminosum	32.0	0.0					1	32.0	0.0
entomoplasma melaleucae	23.0	10.0	23.0				2	23.0	0.0
epibacterium mobile	33.5	5.0		33.5			2	33.5	0.0
epilithonimonas bovis					31.0	BacDive	1	31.0	0.0
epilithonimonas hominis					29.25	BacDive	1	29.25	0.0
epilithonimonas lactis					27.5	BacDive	1	27.5	0.0
epilithonimonas tenax				20.0	30.0	BacDive	2	25.0	10.0
erwinia amylovora			26.0	30.08333333333335	28.5	Lyubetsky et al., 2020	3	28.194444444444446	4.08333333333335
erwinia billingiae	29.0	4.0		29.0	28.5	Lyubetsky et al., 2020	3	28.833333333333332	0.5
erwinia carnegieana			26.0				1	26.0	0.0
erwinia mallotivora			26.0				1	26.0	0.0
erwinia papayae			29.0		28.0	BacDive	2	28.5	1.0
erwinia persicina			31.0				1	31.0	0.0
erwinia piriflorinigrans					25.0	BacDive	1	25.0	0.0
erwinia psidii			27.0				1	27.0	0.0
erwinia pyrifoliae			29.0	28.5	28.5	Lyubetsky et al., 2020	3	28.666666666666668	0.5
erwinia rhapontici			29.0				1	29.0	0.0
erwinia sp.			27.5				1	27.5	0.0
erwinia tasmaniensis				28.5			1	28.5	0.0
erwinia toletana			27.0	28.25			2	27.625	1.25
erwinia tracheiphila			27.0				1	27.0	0.0
erwinia typographi				29.0			1	29.0	0.0
erysipelothrix inopinata	27.5	20.0		27.5			2	27.5	0.0
erysipelothrix rhusiopathiae				33.5	33.5	Lyubetsky et al., 2020	2	33.5	0.0
erythrobacter citreus	27.5	4.0	22.0				2	24.75	5.5
erythrobacter cryptus					50.0	ThermoBase	1	50.0	0.0
erythrobacter donghaensis					33.5	BacDive	1	33.5	0.0
erythrobacter flavus	33.5	10.0					1	33.5	0.0
erythrobacter litoralis					27.5	Lyubetsky et al., 2020	1	27.5	0.0
erythrobacter neustonensis					29.0	Lyubetsky et al., 2020	1	29.0	0.0
erythrobacter odishensis	27.5	12.0					1	27.5	0.0
erythrobacter sp000152865				32.0			1	32.0	0.0
erythrobacter tepidarius					44.0	ThermoBase	1	44.0	0.0
erythrobacter vulgaris			29.0				1	29.0	0.0
erythrobacter xanthus	27.5	7.0					1	27.5	0.0
erythromicrobium ramosum			29.0				1	29.0	0.0
escherichia coli			38.5	35.8317307692308	37.0	BacDive;Lyubetsky et al., 2020	3	37.110576923076934	2.668269230769198
escherichia fergusonii			34.0	34.0	37.0	Lyubetsky et al., 2020	3	35.0	3.0
escherichia vulneris			34.0				1	34.0	0.0
ethanoligenens harbinense	35.0	20.0		34.5			2	34.75	0.5
eubacterium aggregans	35.0	20.0					1	35.0	0.0
eubacterium barkeri			36.0				1	36.0	0.0
eubacterium limosum					37.0	Lyubetsky et al., 2020	1	37.0	0.0
eubacterium oxidoreducens	40.0	30.0			40.0	ThermoBase	2	40.0	0.0
eudoraea adriatica					30.0	BacDive	1	30.0	0.0
euryhalocaulis caribicus	35.0	15.0		35.0			2	35.0	0.0
euzebya rosea	27.5	15.0		27.5			2	27.5	0.0
euzebya tangerina				24.0			1	24.0	0.0
euzebyella algicola	31.5	10.0					1	31.5	0.0
evansella cellulosilytica					37.0	BacDive	1	37.0	0.0
exiguobacterium aestuarii	33.5	10.0					1	33.5	0.0
exiguobacterium alkaliphilum	35.0	5.0					1	35.0	0.0
exiguobacterium artemiae			29.0				1	29.0	0.0
